season,category,film_id,film_title,shown_title,result,tie,ceremony,ceremony_date,source_permalink,ceremony_page_check
2023,oscar_bp,Q84362533,Elvis,Elvis,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q107710009,The Fabelmans,The Fabelmans,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q108649516,Tár,Tár,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q31202708,Top Gun: Maverick,Top Gun: Maverick,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q97304180,Triangle of Sadness,Triangle of Sadness,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q108030443,Women Talking,Women Talking,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q108839994,Oppenheimer,Oppenheimer,won,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q116413183,American Fiction,American Fiction,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q117037697,Anatomy of a Fall,Anatomy of a Fall,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q55436290,Barbie,Barbie,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q112114745,The Holdovers,The Holdovers,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q66316924,Killers of the Flower Moon,Killers of the Flower Moon,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q111907282,Maestro,Maestro,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q116025865,Past Lives,Past Lives,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q108760382,Poor Things,Poor Things,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2024,oscar_bp,Q115993222,The Zone of Interest,The Zone of Interest,nominated,False,96th Academy Awards,2024-03-10,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q123185887,Anora,Anora,won,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q101112656,The Brutalist,The Brutalist,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q118175825,A Complete Unknown,A Complete Unknown,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q116701124,Conclave,Conclave,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q109228991,Dune: Part Two,Dune: Part Two,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q123928072,Emilia Pérez,Emilia Pérez,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q124262351,I'm Still Here,I'm Still Here,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q116030637,Nickel Boys,Nickel Boys,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q113380226,The Substance,The Substance,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2025,oscar_bp,Q24797403,Wicked,Wicked,nominated,False,97th Academy Awards,2025-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q117085614,One Battle After Another,One Battle After Another,won,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q125971387,Bugonia,Bugonia,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q114246242,F1,F1,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q124393045,Frankenstein,Frankenstein,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q122741016,Hamnet,Hamnet,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q130118681,Marty Supreme,Marty Supreme,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q132531438,The Secret Agent,The Secret Agent,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q130284179,Sentimental Value,Sentimental Value,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q125473145,Sinners,Sinners,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2026,oscar_bp,Q126086662,Train Dreams,Train Dreams,nominated,False,98th Academy Awards,2026-03-15,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2000,pga,Q25139,American Beauty,American Beauty,won,False,11th Golden Laurel Awards,2000-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2000,pga,Q649165,Being John Malkovich,Being John Malkovich,nominated,False,11th Golden Laurel Awards,2000-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2000,pga,Q648977,The Cider House Rules,The Cider House Rules,nominated,False,11th Golden Laurel Awards,2000-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2000,pga,Q832732,The Hurricane,The Hurricane,nominated,False,11th Golden Laurel Awards,2000-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2000,pga,Q463832,The Insider,The Insider,nominated,False,11th Golden Laurel Awards,2000-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2001,pga,Q128518,Gladiator,Gladiator,won,False,12th Golden Laurel Awards,2001-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2001,pga,Q726294,Almost Famous,Almost Famous,nominated,False,12th Golden Laurel Awards,2001-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2001,pga,Q458629,Billy Elliot,Billy Elliot,nominated,False,12th Golden Laurel Awards,2001-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2001,pga,Q273978,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",nominated,False,12th Golden Laurel Awards,2001-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2001,pga,Q220955,Erin Brockovich,Erin Brockovich,nominated,False,12th Golden Laurel Awards,2001-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2002,pga,Q193573,Moulin Rouge!,Moulin Rouge!,won,False,13th Producers Guild of America Awards,2002-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2002,pga,Q164103,A Beautiful Mind,A Beautiful Mind,nominated,False,13th Producers Guild of America Awards,2002-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2002,pga,Q102438,Harry Potter and the Philosopher's Stone,Harry Potter and the Sorcerer's Stone,nominated,False,13th Producers Guild of America Awards,2002-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2002,pga,Q127367,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,nominated,False,13th Producers Guild of America Awards,2002-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2002,pga,Q483815,Shrek,Shrek,nominated,False,13th Producers Guild of America Awards,2002-03-03,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2003,pga,Q189889,Chicago,Chicago,won,False,14th Producers Guild of America Awards,2003-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2003,pga,Q352431,Adaptation,Adaptation,nominated,False,14th Producers Guild of America Awards,2003-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2003,pga,Q154581,Gangs of New York,Gangs of New York,nominated,False,14th Producers Guild of America Awards,2003-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2003,pga,Q164963,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,nominated,False,14th Producers Guild of America Awards,2003-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2003,pga,Q525415,My Big Fat Greek Wedding,My Big Fat Greek Wedding,nominated,False,14th Producers Guild of America Awards,2003-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2003,pga,Q468033,Road to Perdition,Road to Perdition,nominated,False,14th Producers Guild of America Awards,2003-03-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2004,pga,Q131074,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,won,False,15th Producers Guild of America Awards,2004-01-17,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2004,pga,Q390097,Cold Mountain,Cold Mountain,nominated,False,15th Producers Guild of America Awards,2004-01-17,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2004,pga,Q207130,The Last Samurai,The Last Samurai,nominated,False,15th Producers Guild of America Awards,2004-01-17,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2004,pga,Q1125384,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,nominated,False,15th Producers Guild of America Awards,2004-01-17,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2004,pga,Q221586,Mystic River,Mystic River,nominated,False,15th Producers Guild of America Awards,2004-01-17,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2004,pga,Q179018,Seabiscuit,Seabiscuit,nominated,False,15th Producers Guild of America Awards,2004-01-17,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2005,pga,Q201924,The Aviator,The Aviator,won,False,16th Producers Guild of America Awards,2005-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2005,pga,Q208204,Finding Neverland,Finding Neverland,nominated,False,16th Producers Guild of America Awards,2005-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2005,pga,Q213326,The Incredibles,The Incredibles,nominated,False,16th Producers Guild of America Awards,2005-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2005,pga,Q184255,Million Dollar Baby,Million Dollar Baby,nominated,False,16th Producers Guild of America Awards,2005-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2005,pga,Q675937,Sideways,Sideways,nominated,False,16th Producers Guild of America Awards,2005-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2006,pga,Q160618,Brokeback Mountain,Brokeback Mountain,won,False,17th Producers Guild of America Awards,2006-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2006,pga,Q463615,Capote,Capote,nominated,False,17th Producers Guild of America Awards,2006-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2006,pga,Q188000,Crash,Crash,nominated,False,17th Producers Guild of America Awards,2006-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2006,pga,Q319061,"Good Night, and Good Luck","Good Night, and Good Luck",nominated,False,17th Producers Guild of America Awards,2006-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2006,pga,Q154077,Walk the Line,Walk the Line,nominated,False,17th Producers Guild of America Awards,2006-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2007,pga,Q192073,Little Miss Sunshine,Little Miss Sunshine,won,False,18th Producers Guild of America Awards,2007-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2007,pga,Q191074,Babel,Babel,nominated,False,18th Producers Guild of America Awards,2007-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2007,pga,Q172975,The Departed,The Departed,nominated,False,18th Producers Guild of America Awards,2007-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2007,pga,Q329056,Dreamgirls,Dreamgirls,nominated,False,18th Producers Guild of America Awards,2007-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2007,pga,Q223367,The Queen,The Queen,nominated,False,18th Producers Guild of America Awards,2007-01-20,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2008,pga,Q183081,No Country for Old Men,No Country for Old Men,won,False,19th Producers Guild of America Awards,2008-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2008,pga,Q472600,The Diving Bell and the Butterfly,The Diving Bell and the Butterfly,nominated,False,19th Producers Guild of America Awards,2008-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2008,pga,Q79503,Juno,Juno,nominated,False,19th Producers Guild of America Awards,2008-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2008,pga,Q694140,Michael Clayton,Michael Clayton,nominated,False,19th Producers Guild of America Awards,2008-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2008,pga,Q244315,There Will Be Blood,There Will Be Blood,nominated,False,19th Producers Guild of America Awards,2008-02-02,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2009,pga,Q125076,Slumdog Millionaire,Slumdog Millionaire,won,False,20th Producers Guild of America Awards,2009-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2009,pga,Q183239,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,nominated,False,20th Producers Guild of America Awards,2009-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2009,pga,Q163872,The Dark Knight,The Dark Knight,nominated,False,20th Producers Guild of America Awards,2009-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2009,pga,Q691672,Frost/Nixon,Frost/Nixon,nominated,False,20th Producers Guild of America Awards,2009-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2009,pga,Q201687,Milk,Milk,nominated,False,20th Producers Guild of America Awards,2009-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q183066,The Hurt Locker,The Hurt Locker,won,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q24871,Avatar,Avatar,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q201819,District 9,District 9,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q482436,An Education,An Education,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q153723,Inglourious Basterds,Inglourious Basterds,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q689842,Invictus,Invictus,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q269331,Precious,Precious,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q213081,Star Trek,Star Trek,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q174811,Up,Up,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2010,pga,Q211429,Up in the Air,Up in the Air,nominated,False,21st Producers Guild of America Awards,2010-01-24,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2011,pga,Q160060,The King's Speech,The King's Speech,won,False,22nd Producers Guild of America Awards,2011-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2011,pga,Q174371,127 Hours,127 Hours,nominated,False,22nd Producers Guild of America Awards,2011-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2011,pga,Q180214,Black Swan,Black Swan,nominated,False,22nd Producers Guild of America Awards,2011-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2011,pga,Q323472,The Fighter,The Fighter,nominated,False,22nd Producers Guild of America Awards,2011-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2011,pga,Q25188,Inception,Inception,nominated,False,22nd Producers Guild of America Awards,2011-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
2011,pga,Q380841,The Kids Are All Right,The Kids Are All Right,nominated,False,22nd Producers Guild of America Awards,2011-01-22,https://en.wikipedia.org/w/index.php?oldid=1370560750,match
